"","id","average_depth","anomaly_score","status"
"737",737,7.97,0.58,"Normal"
"738",738,8,0.58,"Normal"
"739",739,7.95,0.58,"Normal"
"740",740,7.98,0.58,"Normal"
"741",741,7.67,0.6,"Normal"
"742",742,7.83,0.59,"Normal"
"743",743,7.81,0.59,"Normal"
"744",744,7.95,0.58,"Normal"
"745",745,7.96,0.58,"Normal"
"746",746,7.94,0.58,"Normal"
"747",747,7.87,0.59,"Normal"
"748",748,7.97,0.58,"Normal"
"749",749,7.96,0.58,"Normal"
"750",750,7.96,0.58,"Normal"
"751",751,7.02,0.62,"Normal"
"752",752,7.89,0.59,"Normal"
"753",753,7.89,0.59,"Normal"
"754",754,7.67,0.6,"Normal"
"755",755,7.86,0.59,"Normal"
"756",756,7.6,0.6,"Normal"
"757",757,7.66,0.6,"Normal"
"758",758,7.99,0.58,"Normal"
"759",759,7.95,0.58,"Normal"
"760",760,7.96,0.58,"Normal"
"761",761,7.79,0.59,"Normal"
"762",762,6.87,0.63,"Anomalia"
"763",763,7.95,0.58,"Normal"
"764",764,7.99,0.58,"Normal"
"765",765,7.85,0.59,"Normal"
"766",766,7.89,0.59,"Normal"
"767",767,7.59,0.6,"Normal"
"768",768,7.97,0.58,"Normal"
"769",769,7.7,0.59,"Normal"
"770",770,8,0.58,"Normal"
"771",771,7.88,0.59,"Normal"
"772",772,7.83,0.59,"Normal"
"773",773,7.95,0.58,"Normal"
"774",774,7.93,0.58,"Normal"
"775",775,7.82,0.59,"Normal"
"776",776,7.88,0.59,"Normal"
"777",777,7.47,0.6,"Normal"
"778",778,7.78,0.59,"Normal"
"779",779,7.76,0.59,"Normal"
"780",780,8,0.58,"Normal"
"781",781,7.93,0.58,"Normal"
"782",782,7.18,0.62,"Normal"
"783",783,7.58,0.6,"Normal"
"784",784,7.75,0.59,"Normal"
"785",785,7.96,0.58,"Normal"
"786",786,7.91,0.59,"Normal"
"787",787,7.54,0.6,"Normal"
"788",788,7.86,0.59,"Normal"
"789",789,7.93,0.58,"Normal"
"790",790,7.06,0.62,"Normal"
"791",791,7.96,0.58,"Normal"
"792",792,7.93,0.58,"Normal"
"793",793,7.98,0.58,"Normal"
"794",794,7.89,0.59,"Normal"
"795",795,7.87,0.59,"Normal"
"796",796,7.9,0.59,"Normal"
"797",797,7.78,0.59,"Normal"
"798",798,7.93,0.58,"Normal"
"799",799,7.89,0.59,"Normal"
"800",800,7.76,0.59,"Normal"
"801",801,7.73,0.59,"Normal"
"802",802,7.87,0.59,"Normal"
"803",803,7.59,0.6,"Normal"
"804",804,7.84,0.59,"Normal"
"805",805,7.99,0.58,"Normal"
"806",806,7.8,0.59,"Normal"
"807",807,7.94,0.58,"Normal"
"808",808,7.94,0.58,"Normal"
"809",809,7.68,0.59,"Normal"
"810",810,7.52,0.6,"Normal"
"811",811,7.64,0.6,"Normal"
"812",812,7.95,0.58,"Normal"
"813",813,7.56,0.6,"Normal"
"814",814,7.15,0.62,"Normal"
"815",815,7.97,0.58,"Normal"
"816",816,7.89,0.59,"Normal"
"817",817,7.7,0.59,"Normal"
"818",818,7.99,0.58,"Normal"
"819",819,7.97,0.58,"Normal"
"820",820,7.99,0.58,"Normal"
"821",821,7.97,0.58,"Normal"
"822",822,7.8,0.59,"Normal"
"823",823,7.81,0.59,"Normal"
"824",824,7.66,0.6,"Normal"
"825",825,7.7,0.59,"Normal"
"826",826,7.93,0.58,"Normal"
"827",827,7.3,0.61,"Normal"
"828",828,7.94,0.58,"Normal"
"829",829,7.47,0.6,"Normal"
"830",830,7.99,0.58,"Normal"
"831",831,7.7,0.59,"Normal"
"832",832,7.98,0.58,"Normal"
"833",833,7.98,0.58,"Normal"
"834",834,7.89,0.59,"Normal"
"835",835,7.18,0.62,"Normal"
"836",836,7.97,0.58,"Normal"
"837",837,7.92,0.59,"Normal"
"838",838,7.92,0.59,"Normal"
"839",839,7.95,0.58,"Normal"
"840",840,7.84,0.59,"Normal"
"841",841,7.96,0.58,"Normal"
"842",842,7.96,0.58,"Normal"
"843",843,7.82,0.59,"Normal"
"844",844,7.96,0.58,"Normal"
"845",845,7.44,0.6,"Normal"
"846",846,7.8,0.59,"Normal"
"847",847,7.98,0.58,"Normal"
"848",848,7.86,0.59,"Normal"
"849",849,7.93,0.58,"Normal"
"850",850,7.97,0.58,"Normal"
"851",851,7.73,0.59,"Normal"
"852",852,7.71,0.59,"Normal"
"853",853,7.69,0.59,"Normal"
"854",854,7.94,0.58,"Normal"
"855",855,7.89,0.59,"Normal"
"856",856,7.93,0.58,"Normal"
"857",857,7.48,0.6,"Normal"
"858",858,7.99,0.58,"Normal"
"859",859,7.47,0.6,"Normal"
"860",860,7.96,0.58,"Normal"
"861",861,7.99,0.58,"Normal"
"862",862,7.96,0.58,"Normal"
"863",863,7.92,0.59,"Normal"
"864",864,7.12,0.62,"Normal"
"865",865,7.91,0.59,"Normal"
"866",866,7.87,0.59,"Normal"
"867",867,7.9,0.59,"Normal"
"868",868,7.93,0.58,"Normal"
"869",869,7.79,0.59,"Normal"
"870",870,7.71,0.59,"Normal"
"871",871,7.98,0.58,"Normal"
"872",872,7.83,0.59,"Normal"
"873",873,8,0.58,"Normal"
"874",874,7.66,0.6,"Normal"
"875",875,7.24,0.61,"Normal"
"876",876,7.97,0.58,"Normal"
"877",877,7.91,0.59,"Normal"
"878",878,7.66,0.6,"Normal"
"879",879,7.93,0.58,"Normal"
"880",880,7.95,0.58,"Normal"
"881",881,8,0.58,"Normal"
"882",882,7.67,0.6,"Normal"
"883",883,7.91,0.59,"Normal"
"884",884,7.93,0.58,"Normal"
"885",885,7.93,0.58,"Normal"
"886",886,7.97,0.58,"Normal"
"887",887,7.81,0.59,"Normal"
"888",888,7.98,0.58,"Normal"
"889",889,7.82,0.59,"Normal"
"890",890,7.92,0.59,"Normal"
"891",891,7.99,0.58,"Normal"
"892",892,7.95,0.58,"Normal"
"893",893,7.73,0.59,"Normal"
"894",894,7.92,0.59,"Normal"
"895",895,7.97,0.58,"Normal"
"896",896,7.92,0.59,"Normal"
"897",897,7.87,0.59,"Normal"
"898",898,7.96,0.58,"Normal"
"899",899,7.78,0.59,"Normal"
"900",900,7.97,0.58,"Normal"
"901",901,7.73,0.59,"Normal"
"902",902,7.76,0.59,"Normal"
"903",903,7.96,0.58,"Normal"
"904",904,7.98,0.58,"Normal"
"905",905,7.92,0.59,"Normal"
"906",906,7.8,0.59,"Normal"
"907",907,7.79,0.59,"Normal"
"908",908,7.95,0.58,"Normal"
"909",909,7.49,0.6,"Normal"
"910",910,7.76,0.59,"Normal"
"911",911,7.96,0.58,"Normal"
"912",912,7.9,0.59,"Normal"
"913",913,7.88,0.59,"Normal"
"914",914,7.89,0.59,"Normal"
"915",915,7.94,0.58,"Normal"
"916",916,7.37,0.61,"Normal"
"917",917,7.97,0.58,"Normal"
"918",918,7.67,0.6,"Normal"
"919",919,7.97,0.58,"Normal"
"920",920,7.83,0.59,"Normal"
"921",921,7.82,0.59,"Normal"
"922",922,7.88,0.59,"Normal"
"923",923,7.16,0.62,"Normal"
"924",924,7.82,0.59,"Normal"
"925",925,7.8,0.59,"Normal"
"926",926,7.06,0.62,"Normal"
"927",927,7.96,0.58,"Normal"
"928",928,7.93,0.58,"Normal"
"929",929,7.86,0.59,"Normal"
"930",930,7.79,0.59,"Normal"
"931",931,7.92,0.59,"Normal"
"932",932,7.98,0.58,"Normal"
"933",933,7.53,0.6,"Normal"
"934",934,7.66,0.6,"Normal"
"935",935,7.94,0.58,"Normal"
"936",936,7.77,0.59,"Normal"
"937",937,7.89,0.59,"Normal"
"938",938,7.07,0.62,"Normal"
"939",939,7.92,0.59,"Normal"
"940",940,7.81,0.59,"Normal"
"941",941,7.83,0.59,"Normal"
"942",942,7.9,0.59,"Normal"
"943",943,7.92,0.59,"Normal"
"944",944,7.92,0.59,"Normal"
"945",945,7.95,0.58,"Normal"
"946",946,7.9,0.59,"Normal"
"947",947,7.89,0.59,"Normal"
"948",948,7.85,0.59,"Normal"
"949",949,7.98,0.58,"Normal"
"950",950,7.41,0.61,"Normal"
"951",951,7.9,0.59,"Normal"
"952",952,7.55,0.6,"Normal"
"953",953,7.98,0.58,"Normal"
"954",954,7.98,0.58,"Normal"
"955",955,7.9,0.59,"Normal"
"956",956,7.74,0.59,"Normal"
"957",957,7.77,0.59,"Normal"
"958",958,7.99,0.58,"Normal"
"959",959,7.82,0.59,"Normal"
"960",960,7.97,0.58,"Normal"
"961",961,7.92,0.59,"Normal"
"962",962,7.98,0.58,"Normal"
"963",963,7.18,0.62,"Normal"
"964",964,7.69,0.59,"Normal"
"965",965,7.81,0.59,"Normal"
"966",966,7.85,0.59,"Normal"
"967",967,7.97,0.58,"Normal"
"968",968,7.93,0.58,"Normal"
"969",969,7.8,0.59,"Normal"
"970",970,7.87,0.59,"Normal"
"971",971,7.96,0.58,"Normal"
"972",972,7.97,0.58,"Normal"
"973",973,7.84,0.59,"Normal"
"974",974,7.97,0.58,"Normal"
"975",975,8,0.58,"Normal"
"976",976,7.96,0.58,"Normal"
"977",977,7.79,0.59,"Normal"
"978",978,7.9,0.59,"Normal"
"979",979,7.98,0.58,"Normal"
"980",980,7.98,0.58,"Normal"
"981",981,7.91,0.59,"Normal"
"982",982,7.87,0.59,"Normal"
"983",983,7.96,0.58,"Normal"
"984",984,7.97,0.58,"Normal"
"985",985,7.83,0.59,"Normal"
"986",986,7.79,0.59,"Normal"
"987",987,7.84,0.59,"Normal"
"988",988,7.88,0.59,"Normal"
"989",989,7.9,0.59,"Normal"
"990",990,7.9,0.59,"Normal"
"991",991,8,0.58,"Normal"
"992",992,7.91,0.59,"Normal"
"993",993,7.4,0.61,"Normal"
"994",994,7.9,0.59,"Normal"
"995",995,7.96,0.58,"Normal"
"996",996,7.93,0.58,"Normal"
"997",997,7.81,0.59,"Normal"
"998",998,8,0.58,"Normal"
"999",999,7.53,0.6,"Normal"
"1000",1000,7.84,0.59,"Normal"
"1001",1001,7.4,0.61,"Normal"
"1002",1002,7.93,0.58,"Normal"
"1003",1003,7.78,0.59,"Normal"
"1004",1004,7.96,0.58,"Normal"
"1005",1005,7.82,0.59,"Normal"
"1006",1006,7.94,0.58,"Normal"
"1007",1007,7.97,0.58,"Normal"
"1008",1008,7.87,0.59,"Normal"
"1009",1009,7.8,0.59,"Normal"
"1010",1010,7.93,0.58,"Normal"
"1011",1011,7.99,0.58,"Normal"
"1012",1012,7.64,0.6,"Normal"
"1013",1013,7.05,0.62,"Normal"
"1014",1014,7.84,0.59,"Normal"
"1015",1015,7.84,0.59,"Normal"
"1016",1016,7.94,0.58,"Normal"
"1017",1017,7.81,0.59,"Normal"
"1018",1018,7.93,0.58,"Normal"
"1019",1019,7.84,0.59,"Normal"
"1020",1020,7.91,0.59,"Normal"
"1021",1021,7.74,0.59,"Normal"
"1022",1022,7.94,0.58,"Normal"
"1023",1023,7.95,0.58,"Normal"
"1024",1024,7.93,0.58,"Normal"
"1025",1025,7.91,0.59,"Normal"
"1026",1026,7.98,0.58,"Normal"
"1027",1027,7.03,0.62,"Normal"
"1028",1028,7.84,0.59,"Normal"
"1029",1029,7.88,0.59,"Normal"
"1030",1030,7.72,0.59,"Normal"
"1031",1031,7.98,0.58,"Normal"
"1032",1032,7.8,0.59,"Normal"
"1033",1033,7.92,0.59,"Normal"
"1034",1034,7.67,0.6,"Normal"
"1035",1035,7.96,0.58,"Normal"
"1036",1036,7.73,0.59,"Normal"
"1037",1037,7.8,0.59,"Normal"
"1038",1038,7.25,0.61,"Normal"
"1039",1039,7.86,0.59,"Normal"
"1040",1040,7.91,0.59,"Normal"
"1041",1041,8,0.58,"Normal"
"1042",1042,7.72,0.59,"Normal"
"1043",1043,7.97,0.58,"Normal"
"1044",1044,7.85,0.59,"Normal"
"1045",1045,6.88,0.63,"Anomalia"
"1046",1046,7.82,0.59,"Normal"
"1047",1047,7.63,0.6,"Normal"
"1048",1048,7.78,0.59,"Normal"
"1049",1049,7.97,0.58,"Normal"
"1050",1050,7.56,0.6,"Normal"
"1051",1051,7.97,0.58,"Normal"
"1052",1052,7.89,0.59,"Normal"
"1053",1053,7.52,0.6,"Normal"
"1054",1054,7.93,0.58,"Normal"
"1055",1055,7.89,0.59,"Normal"
"1056",1056,7.93,0.58,"Normal"
"1057",1057,7.72,0.59,"Normal"
"1058",1058,7.75,0.59,"Normal"
"1059",1059,7.89,0.59,"Normal"
"1060",1060,7.85,0.59,"Normal"
"1061",1061,6.73,0.63,"Anomalia"
"1062",1062,7.97,0.58,"Normal"
"1063",1063,7.91,0.59,"Normal"
"1064",1064,7.84,0.59,"Normal"
"1065",1065,7.81,0.59,"Normal"
"1066",1066,7.93,0.58,"Normal"
"1067",1067,7.84,0.59,"Normal"
"1068",1068,7.93,0.58,"Normal"
"1069",1069,7.67,0.6,"Normal"
"1070",1070,7.84,0.59,"Normal"
"1071",1071,7.96,0.58,"Normal"
"1072",1072,7.86,0.59,"Normal"
"1073",1073,7.94,0.58,"Normal"
"1074",1074,6.54,0.64,"Anomalia"
"1075",1075,7.82,0.59,"Normal"
"1076",1076,7.8,0.59,"Normal"
"1077",1077,7.15,0.62,"Normal"
"1078",1078,7.67,0.6,"Normal"
"1079",1079,7.59,0.6,"Normal"
"1080",1080,7.99,0.58,"Normal"
"1081",1081,7.99,0.58,"Normal"
"1082",1082,7.89,0.59,"Normal"
"1083",1083,7.88,0.59,"Normal"
"1084",1084,7.96,0.58,"Normal"
"1085",1085,7.88,0.59,"Normal"
"1086",1086,8,0.58,"Normal"
"1087",1087,7.9,0.59,"Normal"
"1088",1088,7.93,0.58,"Normal"
"1089",1089,7.93,0.58,"Normal"
"1090",1090,7.91,0.59,"Normal"
"1091",1091,6.94,0.63,"Anomalia"
"1092",1092,7.86,0.59,"Normal"
"1093",1093,7.77,0.59,"Normal"
"1094",1094,7.17,0.62,"Normal"
"1095",1095,7.8,0.59,"Normal"
"1096",1096,7.88,0.59,"Normal"
"1097",1097,7.95,0.58,"Normal"
"1098",1098,7.15,0.62,"Normal"
"1099",1099,7.94,0.58,"Normal"
"1100",1100,7.82,0.59,"Normal"
"1101",1101,7.97,0.58,"Normal"
"1102",1102,7.66,0.6,"Normal"
"1103",1103,6.57,0.64,"Anomalia"
"1104",1104,7.77,0.59,"Normal"
"1105",1105,7.97,0.58,"Normal"
"1106",1106,7.98,0.58,"Normal"
"1107",1107,7.73,0.59,"Normal"
"1108",1108,7.95,0.58,"Normal"
"1109",1109,7.81,0.59,"Normal"
"1110",1110,7.99,0.58,"Normal"
"1111",1111,7.93,0.58,"Normal"
"1112",1112,7.9,0.59,"Normal"
"1113",1113,7.96,0.58,"Normal"
"1114",1114,7.68,0.59,"Normal"
"1115",1115,7.67,0.6,"Normal"
"1116",1116,7.69,0.59,"Normal"
"1117",1117,7.93,0.58,"Normal"
"1118",1118,7.87,0.59,"Normal"
"1119",1119,7.93,0.58,"Normal"
"1120",1120,7.29,0.61,"Normal"
"1121",1121,7.97,0.58,"Normal"
"1122",1122,7.81,0.59,"Normal"
"1123",1123,7.73,0.59,"Normal"
"1124",1124,7.99,0.58,"Normal"
"1125",1125,7.7,0.59,"Normal"
"1126",1126,7.28,0.61,"Normal"
"1127",1127,7.94,0.58,"Normal"
"1128",1128,7.91,0.59,"Normal"
"1129",1129,7.88,0.59,"Normal"
"1130",1130,7.15,0.62,"Normal"
"1131",1131,7.87,0.59,"Normal"
"1132",1132,7.89,0.59,"Normal"
"1133",1133,7.98,0.58,"Normal"
"1134",1134,7.49,0.6,"Normal"
"1135",1135,7.92,0.59,"Normal"
"1136",1136,6.72,0.63,"Anomalia"
"1137",1137,7.89,0.59,"Normal"
"1138",1138,7.99,0.58,"Normal"
"1139",1139,7.77,0.59,"Normal"
"1140",1140,7.93,0.58,"Normal"
"1141",1141,7.18,0.62,"Normal"
"1142",1142,7.94,0.58,"Normal"
"1143",1143,7.99,0.58,"Normal"
"1144",1144,7.82,0.59,"Normal"
"1145",1145,7.73,0.59,"Normal"
"1146",1146,7.95,0.58,"Normal"
"1147",1147,7.98,0.58,"Normal"
"1148",1148,7.61,0.6,"Normal"
"1149",1149,7.9,0.59,"Normal"
"1150",1150,7.98,0.58,"Normal"
"1151",1151,7.89,0.59,"Normal"
"1152",1152,7.97,0.58,"Normal"
"1153",1153,7.89,0.59,"Normal"
"1154",1154,7.25,0.61,"Normal"
"1155",1155,7.95,0.58,"Normal"
"1156",1156,7.96,0.58,"Normal"
"1157",1157,7.95,0.58,"Normal"
"1158",1158,7.89,0.59,"Normal"
"1159",1159,7.79,0.59,"Normal"
"1160",1160,7.76,0.59,"Normal"
"1161",1161,7.91,0.59,"Normal"
"1162",1162,7.98,0.58,"Normal"
"1163",1163,7.99,0.58,"Normal"
"1164",1164,7.74,0.59,"Normal"
"1165",1165,7.95,0.58,"Normal"
"1166",1166,7.93,0.58,"Normal"
"1167",1167,7.97,0.58,"Normal"
"1168",1168,7.99,0.58,"Normal"
"1169",1169,7.95,0.58,"Normal"
"1170",1170,7.6,0.6,"Normal"
"1171",1171,7.29,0.61,"Normal"
"1172",1172,7.71,0.59,"Normal"
"1173",1173,7.94,0.58,"Normal"
"1174",1174,7.99,0.58,"Normal"
"1175",1175,7.77,0.59,"Normal"
"1176",1176,8,0.58,"Normal"
"1177",1177,7.57,0.6,"Normal"
"1178",1178,7.98,0.58,"Normal"
"1179",1179,7.91,0.59,"Normal"
"1180",1180,7.98,0.58,"Normal"
"1181",1181,7.99,0.58,"Normal"
"1182",1182,7.76,0.59,"Normal"
"1183",1183,7.97,0.58,"Normal"
"1184",1184,8,0.58,"Normal"
"1185",1185,7.17,0.62,"Normal"
"1186",1186,7.98,0.58,"Normal"
"1187",1187,8,0.58,"Normal"
"1188",1188,7.98,0.58,"Normal"
"1189",1189,7.79,0.59,"Normal"
"1190",1190,8,0.58,"Normal"
"1191",1191,7.88,0.59,"Normal"
"1192",1192,7.92,0.59,"Normal"
"1193",1193,7.72,0.59,"Normal"
"1194",1194,7.75,0.59,"Normal"
"1195",1195,7.71,0.59,"Normal"
"1196",1196,7.92,0.59,"Normal"
"1197",1197,7.85,0.59,"Normal"
"1198",1198,7.38,0.61,"Normal"
"1199",1199,7.95,0.58,"Normal"
"1200",1200,7.77,0.59,"Normal"
"1201",1201,7.99,0.58,"Normal"
"1202",1202,7.92,0.59,"Normal"
"1203",1203,8,0.58,"Normal"
"1204",1204,7.21,0.61,"Normal"
"1205",1205,7.96,0.58,"Normal"
"1206",1206,7.93,0.58,"Normal"
"1207",1207,7.85,0.59,"Normal"
"1208",1208,7.94,0.58,"Normal"
"1209",1209,7.98,0.58,"Normal"
"1210",1210,7.72,0.59,"Normal"
"1211",1211,7.85,0.59,"Normal"
"1212",1212,7.74,0.59,"Normal"
"1213",1213,7.97,0.58,"Normal"
"1214",1214,7.88,0.59,"Normal"
"1215",1215,7.61,0.6,"Normal"
"1216",1216,7.97,0.58,"Normal"
"1217",1217,7.69,0.59,"Normal"
"1218",1218,7.4,0.61,"Normal"
"1219",1219,7.95,0.58,"Normal"
"1220",1220,7.94,0.58,"Normal"
"1221",1221,7.64,0.6,"Normal"
"1222",1222,7.95,0.58,"Normal"
"1223",1223,7.98,0.58,"Normal"
"1224",1224,7.9,0.59,"Normal"
"1225",1225,7.85,0.59,"Normal"
"1226",1226,7.96,0.58,"Normal"
"1227",1227,7.76,0.59,"Normal"
"1228",1228,7.93,0.58,"Normal"
"1229",1229,7.98,0.58,"Normal"
"1230",1230,7.86,0.59,"Normal"
"1231",1231,7.49,0.6,"Normal"
"1232",1232,7.91,0.59,"Normal"
"1233",1233,7.76,0.59,"Normal"
"1234",1234,7.76,0.59,"Normal"
"1235",1235,7.96,0.58,"Normal"
"1236",1236,7.95,0.58,"Normal"
"1237",1237,7.93,0.58,"Normal"
"1238",1238,7.9,0.59,"Normal"
"1239",1239,7.26,0.61,"Normal"
"1240",1240,7.88,0.59,"Normal"
"1241",1241,7.86,0.59,"Normal"
"1242",1242,7.95,0.58,"Normal"
"1243",1243,7.95,0.58,"Normal"
"1244",1244,7.86,0.59,"Normal"
"1245",1245,7.46,0.6,"Normal"
"1246",1246,7.95,0.58,"Normal"
"1247",1247,7.8,0.59,"Normal"
"1248",1248,7.81,0.59,"Normal"
"1249",1249,7.99,0.58,"Normal"
"1250",1250,7.95,0.58,"Normal"
"1251",1251,7.99,0.58,"Normal"
"1252",1252,7.94,0.58,"Normal"
"1253",1253,7.93,0.58,"Normal"
"1254",1254,7.23,0.61,"Normal"
"1255",1255,7.92,0.59,"Normal"
"1256",1256,7.92,0.59,"Normal"
"1257",1257,7.98,0.58,"Normal"
"1258",1258,7.94,0.58,"Normal"
"1259",1259,7.14,0.62,"Normal"
"1260",1260,7.67,0.6,"Normal"
"1261",1261,7.91,0.59,"Normal"
"1262",1262,8,0.58,"Normal"
"1263",1263,7.76,0.59,"Normal"
"1264",1264,7.9,0.59,"Normal"
"1265",1265,7.83,0.59,"Normal"
"1266",1266,7.99,0.58,"Normal"
"1267",1267,7.96,0.58,"Normal"
"1268",1268,7.96,0.58,"Normal"
"1269",1269,7.93,0.58,"Normal"
"1270",1270,7.81,0.59,"Normal"
"1271",1271,7.9,0.59,"Normal"
"1272",1272,7.65,0.6,"Normal"
"1273",1273,7.9,0.59,"Normal"
"1274",1274,7.93,0.58,"Normal"
"1275",1275,7.88,0.59,"Normal"
"1276",1276,7.49,0.6,"Normal"
"1277",1277,7.93,0.58,"Normal"
"1278",1278,7.98,0.58,"Normal"
"1279",1279,7.71,0.59,"Normal"
"1280",1280,7.26,0.61,"Normal"
"1281",1281,7.84,0.59,"Normal"
"1282",1282,7.79,0.59,"Normal"
"1283",1283,7.02,0.62,"Normal"
"1284",1284,7.83,0.59,"Normal"
"1285",1285,7.95,0.58,"Normal"
"1286",1286,7.97,0.58,"Normal"
"1287",1287,7.78,0.59,"Normal"
"1288",1288,7.87,0.59,"Normal"
"1289",1289,7.76,0.59,"Normal"
"1290",1290,7.89,0.59,"Normal"
"1291",1291,7.94,0.58,"Normal"
"1292",1292,7.95,0.58,"Normal"
"1293",1293,6.91,0.63,"Anomalia"
"1294",1294,7.73,0.59,"Normal"
"1295",1295,7.8,0.59,"Normal"
"1296",1296,7.62,0.6,"Normal"
"1297",1297,7.97,0.58,"Normal"
"1298",1298,7.71,0.59,"Normal"
"1299",1299,7.95,0.58,"Normal"
"1300",1300,7.92,0.59,"Normal"
"1301",1301,7.97,0.58,"Normal"
"1302",1302,7.94,0.58,"Normal"
"1303",1303,7.79,0.59,"Normal"
"1304",1304,7.79,0.59,"Normal"
"1305",1305,7.84,0.59,"Normal"
"1306",1306,7.41,0.61,"Normal"
"1307",1307,7.96,0.58,"Normal"
"1308",1308,7.81,0.59,"Normal"
"1309",1309,7.91,0.59,"Normal"
"1310",1310,7.99,0.58,"Normal"
"1311",1311,7.98,0.58,"Normal"
"1312",1312,7.94,0.58,"Normal"
"1313",1313,7.98,0.58,"Normal"
"1314",1314,7.33,0.61,"Normal"
"1315",1315,7.95,0.58,"Normal"
"1316",1316,7.64,0.6,"Normal"
"1317",1317,7.89,0.59,"Normal"
"1318",1318,7.9,0.59,"Normal"
"1319",1319,7.97,0.58,"Normal"
"1320",1320,7.92,0.59,"Normal"
"1321",1321,7.96,0.58,"Normal"
"1322",1322,7.87,0.59,"Normal"
"1323",1323,7.83,0.59,"Normal"
"1324",1324,7.86,0.59,"Normal"
"1325",1325,7.95,0.58,"Normal"
"1326",1326,7.9,0.59,"Normal"
"1327",1327,7.92,0.59,"Normal"
"1328",1328,7.78,0.59,"Normal"
"1329",1329,7.73,0.59,"Normal"
"1330",1330,7.96,0.58,"Normal"
"1331",1331,7.97,0.58,"Normal"
"1332",1332,7.99,0.58,"Normal"
"1333",1333,7.25,0.61,"Normal"
"1334",1334,7.91,0.59,"Normal"
"1335",1335,7.96,0.58,"Normal"
"1336",1336,7.79,0.59,"Normal"
"1337",1337,7.88,0.59,"Normal"
"1338",1338,7.82,0.59,"Normal"
"1339",1339,7.93,0.58,"Normal"
"1340",1340,7.92,0.59,"Normal"
"1341",1341,7.98,0.58,"Normal"
"1342",1342,7.94,0.58,"Normal"
"1343",1343,7.15,0.62,"Normal"
"1344",1344,7.81,0.59,"Normal"
"1345",1345,7.83,0.59,"Normal"
"1346",1346,7.98,0.58,"Normal"
"1347",1347,7.9,0.59,"Normal"
"1348",1348,7.91,0.59,"Normal"
"1349",1349,7.92,0.59,"Normal"
"1350",1350,7.92,0.59,"Normal"
"1351",1351,7.99,0.58,"Normal"
"1352",1352,7.79,0.59,"Normal"
"1353",1353,7.87,0.59,"Normal"
"1354",1354,7.73,0.59,"Normal"
"1355",1355,7.79,0.59,"Normal"
"1356",1356,7.86,0.59,"Normal"
"1357",1357,7.11,0.62,"Normal"
"1358",1358,7.89,0.59,"Normal"
"1359",1359,8,0.58,"Normal"
"1360",1360,7.94,0.58,"Normal"
"1361",1361,7.72,0.59,"Normal"
"1362",1362,7.97,0.58,"Normal"
"1363",1363,7.91,0.59,"Normal"
"1364",1364,7.81,0.59,"Normal"
"1365",1365,7.45,0.6,"Normal"
"1366",1366,7.94,0.58,"Normal"
"1367",1367,7.91,0.59,"Normal"
"1368",1368,7.92,0.59,"Normal"
"1369",1369,7.19,0.61,"Normal"
"1370",1370,7.98,0.58,"Normal"
"1371",1371,7.94,0.58,"Normal"
"1372",1372,7.95,0.58,"Normal"
"1373",1373,7.75,0.59,"Normal"
"1374",1374,7.91,0.59,"Normal"
"1375",1375,7.57,0.6,"Normal"
"1376",1376,7.96,0.58,"Normal"
"1377",1377,7.9,0.59,"Normal"
"1378",1378,6.93,0.63,"Anomalia"
"1379",1379,7.22,0.61,"Normal"
"1380",1380,7.69,0.59,"Normal"
"1381",1381,7.82,0.59,"Normal"
"1382",1382,7.9,0.59,"Normal"
"1383",1383,7.78,0.59,"Normal"
"1384",1384,7.81,0.59,"Normal"
"1385",1385,7.99,0.58,"Normal"
"1386",1386,7.96,0.58,"Normal"
"1387",1387,7.55,0.6,"Normal"
"1388",1388,6.97,0.62,"Normal"
"1389",1389,7.69,0.59,"Normal"
"1390",1390,7.14,0.62,"Normal"
"1391",1391,7.98,0.58,"Normal"
"1392",1392,7.75,0.59,"Normal"
"1393",1393,7.72,0.59,"Normal"
"1394",1394,6.97,0.62,"Normal"
"1395",1395,7.9,0.59,"Normal"
"1396",1396,7.9,0.59,"Normal"
"1397",1397,7.34,0.61,"Normal"
"1398",1398,7.93,0.58,"Normal"
"1399",1399,7.72,0.59,"Normal"
"1400",1400,7.96,0.58,"Normal"
"1401",1401,7.76,0.59,"Normal"
"1402",1402,7.85,0.59,"Normal"
"1403",1403,7.79,0.59,"Normal"
"1404",1404,7.65,0.6,"Normal"
"1405",1405,7.85,0.59,"Normal"
"1406",1406,7.9,0.59,"Normal"
"1407",1407,7.95,0.58,"Normal"
"1408",1408,7.98,0.58,"Normal"
"1409",1409,7.43,0.6,"Normal"
"1410",1410,7.91,0.59,"Normal"
"1411",1411,7.97,0.58,"Normal"
"1412",1412,7.91,0.59,"Normal"
"1413",1413,7.98,0.58,"Normal"
"1414",1414,7.85,0.59,"Normal"
"1415",1415,7.85,0.59,"Normal"
"1416",1416,7.87,0.59,"Normal"
"1417",1417,7.69,0.59,"Normal"
"1418",1418,7.92,0.59,"Normal"
"1419",1419,7.88,0.59,"Normal"
"1420",1420,7.79,0.59,"Normal"
"1421",1421,7.93,0.58,"Normal"
"1422",1422,7.94,0.58,"Normal"
"1423",1423,7.97,0.58,"Normal"
"1424",1424,7.89,0.59,"Normal"
"1425",1425,7.36,0.61,"Normal"
"1426",1426,7.58,0.6,"Normal"
"1427",1427,7.79,0.59,"Normal"
